date,new_cases,total_cases,new_deaths,total_deaths,new cases (7 day average),new cases (14 day average),cumulative cases (14 day average),S,C,LCG
2020-08-30,0.0,1046.0,0.0,53.0,17.714285714285715,12.142857142857142,1047.0714285714287,0.8317294045949375,160.59481344954912,0.6778834982596607
2020-08-31,0.0,1046.0,0.0,53.0,14.428571428571429,12.142857142857142,1059.2142857142858,0.8182031963979225,163.24970271378385,0.7046289854925636
2020-09-01,52.0,1098.0,0.0,53.0,14.428571428571429,12.142857142857142,1071.357142857143,0.8181113629548621,163.26802758122568,0.7083290228641728
2020-09-02,8.0,1106.0,0.0,53.0,13.0,14.357142857142858,1085.7142857142858,0.819958736954546,192.60551087624563,0.787029762966382
2020-09-03,15.0,1121.0,0.0,53.0,13.0,14.357142857142858,1100.0714285714287,0.8191618364449568,192.79288219035993,0.7861884381015996
2020-09-04,0.0,1121.0,0.0,53.0,13.0,14.5,1114.5714285714287,0.8229433790990581,193.81649339547198,0.5649070123418687
2020-09-05,16.0,1137.0,0.0,53.0,12.142857142857142,14.5,1129.0714285714287,0.8330831008603261,191.45749065763562,0.5884229064173896
2020-09-06,0.0,1137.0,0.0,53.0,11.0,15.714285714285714,1144.7857142857142,0.8248613669191964,209.55902384270104,0.5267005557595263
2020-09-07,0.0,1137.0,0.0,53.0,14.571428571428571,15.714285714285714,1160.5,0.806483643088864,214.33434433349848,0.5419840521626487
2020-09-08,46.0,1183.0,0.0,53.0,14.571428571428571,15.714285714285714,1176.2142857142858,0.8006877125031634,215.88584432842777,0.5485637705501096
2020-09-09,0.0,1183.0,0.0,53.0,18.428571428571427,18.714285714285715,1194.9285714285713,0.8036770479490638,256.14411084959823,0.481281334188016
2020-09-10,40.0,1223.0,0.0,53.0,18.428571428571427,18.142857142857142,1213.0714285714287,0.8066538330176669,247.40653351244615,0.39460486875334144
2020-09-11,0.0,1223.0,0.0,53.0,18.428571428571427,17.071428571428573,1230.142857142857,0.8276540307643041,226.88914365861544,0.3237064920012962
2020-09-12,43.0,1266.0,0.0,53.0,25.285714285714285,20.285714285714285,1250.4285714285713,0.8305005078840861,268.68479311514335,0.4922849660535249
2020-09-13,0.0,1266.0,0.0,53.0,25.285714285714285,24.928571428571427,1275.357142857143,0.8124600150868448,337.5111151592791,0.7427139374190661
2020-09-14,0.0,1266.0,0.0,53.0,19.571428571428573,24.928571428571427,1300.2857142857142,0.7790030614925163,352.0066855564213,0.7683692213696611
2020-09-15,94.0,1360.0,0.0,53.0,26.0,24.928571428571427,1325.2142857142858,0.7750407848324514,353.8062655290656,0.7733562994613186
2020-09-16,0.0,1360.0,0.0,53.0,31.428571428571427,30.0,1355.2142857142858,0.7676063238677234,429.9078704005919,0.8029268188301097
2020-09-17,0.0,1360.0,0.0,53.0,31.428571428571427,30.0,1385.2142857142858,0.7746286474950873,426.01058076940393,0.7928477200526265
